name,province,url,gender,ethnic,dob_y,age,join_work_y,pob_p,join_party_y,edu_dg
杨伟东,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage15391.htm,男,汉族,1964.0,54.0,1985.0,安徽,1987.0,研究生
段志强,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage4140.htm,男,蒙古族,1962.0,56.0,1984.0,内蒙,1987.0,研究生
欧阳晓晖,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage18720.htm,男,汉族,1961.0,57.0,1983.0,江西,1997.0,研究生
李秉荣,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage18721.htm,男,汉族,1964.0,54.0,1988.0,陕西,,博士
史万钧,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage15630.htm,男,蒙古族,1963.0,55.0,,内蒙,1985.0,研究生
牛俊雁,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage15465.htm,男,汉族,1962.0,56.0,1979.0,山西,1991.0,研究生
于立新,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage15854.htm,男,蒙古族,1965.0,53.0,1987.0,内蒙,1992.0,本科
常志刚,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage16773.htm,男,,1993.0,25.0,1987.0,,1993.0,研究生
杜学军,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage4144.htm,男,蒙古族,1965.0,53.0,1980.0,内蒙,1988.0,博士
张恩惠,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage15533.htm,男,汉族,1967.0,51.0,1991.0,内蒙,1989.0,研究生
罗虎在,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage15531.htm,男,汉族,1962.0,56.0,1982.0,内蒙,1986.0,研究生
包钢,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage4130.htm,男,蒙古族,1969.0,49.0,1991.0,辽宁,1988.0,研究生
冯玉臻,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage4148.htm,男,汉族,1963.0,55.0,1980.0,内蒙,1989.0,本科
赵江涛,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage16823.htm,男,蒙古族,1962.0,56.0,1984.0,内蒙,1984.0,研究生
高世宏,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage16380.htm,男,汉族,1969.0,49.0,1990.0,河北,2000.0,研究生
孟宪东,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage15557.htm,男,汉族,1965.0,53.0,1988.0,内蒙,1988.0,研究生
郝茂荣,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage16387.htm,男,蒙古族,1963.0,55.0,1988.0,内蒙,1987.0,博士
斯琴毕力格,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage18800.htm,男,蒙古族,1963.0,55.0,1986.0,内蒙,1985.0,研究生
姜宏,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage8734.htm,女,汉族,1971.0,47.0,1993.0,内蒙,1992.0,本科
张晓兵,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage16168.htm,男,汉族,1971.0,47.0,1993.0,山东,1991.0,本科
费东斌,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage16200.htm,男,汉族,1970.0,48.0,1991.0,辽宁,1996.0,本科
奇巴图,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage15572.htm,男,蒙古族,1971.0,47.0,1991.0,内蒙,1995.0,研究生
霍照良,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage16854.htm,男,蒙古族,1967.0,51.0,1990.0,辽宁,1995.0,研究生
杨博,内蒙古,http://ldzl.people.com.cn/dfzlk/front/personPage11166.htm,男,汉族,1968.0,50.0,,内蒙,1991.0,研究生
陈求发,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4934.htm,男,苗族,1954.0,64.0,1973.0,湖南,1974.0,本科
唐一军,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage15608.htm,男,汉族,1961.0,57.0,1977.0,山东,1985.0,研究生
夏德仁,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4983.htm,男,汉族,1955.0,63.0,1974.0,山东,,博士
易炼红,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4478.htm,男,汉族,1959.0,59.0,1976.0,湖南,1985.0,研究生
谭作钧,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage5697.htm,男,汉族,1968.0,50.0,1990.0,湖南,,研究生
李文章,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4833.htm,男,汉族,1963.0,55.0,1983.0,宁夏,1984.0,研究生
范继英,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16204.htm,女,汉族,1963.0,55.0,1982.0,辽宁,1985.0,研究生
张雷,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4276.htm,男,汉族,1961.0,57.0,1982.0,江苏,1985.0,unknown
廖建宇,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16786.htm,男,汉族,1964.0,54.0,1985.0,四川,1986.0,研究生
王正谱,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4168.htm,男,汉族,1963.0,55.0,1987.0,山东,1987.0,本科
刘焕鑫,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16598.htm,男,汉族,1963.0,55.0,1986.0,,1988.0,研究生
王边疆,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage14867.htm,男,汉族,1959.0,59.0,,山东,,unknown
张福海,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage18836.htm,男,汉族,1964.0,54.0,1986.0,辽宁,1984.0,研究生
陈绿平,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4544.htm,男,汉族,1963.0,55.0,1982.0,广东,1986.0,博士
王大伟,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16514.htm,男,汉族,1964.0,54.0,1990.0,黑龙,1984.0,博士
崔枫林,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage14846.htm,男,汉族,1960.0,58.0,1979.0,河南,1981.0,本科
王明玉,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4173.htm,男,汉族,1963.0,55.0,1988.0,辽宁,1987.0,研究生
孟庆海,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage18722.htm,男,汉族,1964.0,54.0,1989.0,辽宁,,博士
郝春荣,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16128.htm,女,汉族,1963.0,55.0,1983.0,山东,1985.0,研究生
李金科,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage18723.htm,男,满族,1968.0,50.0,1993.0,辽宁,1996.0,本科
孙国相,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4169.htm,男,汉族,1965.0,53.0,1985.0,辽宁,1985.0,博士
高宏彬,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4158.htm,男,汉族,1971.0,47.0,1996.0,山东,1992.0,博士
葛海鹰,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage15208.htm,男,汉族,1960.0,58.0,1977.0,,1988.0,博士
赵长富,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage15575.htm,男,汉族,1961.0,57.0,1983.0,,1982.0,本科
裴伟东,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage5979.htm,男,汉族,1964.0,54.0,,内蒙,1989.0,研究生
王凤波,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage15162.htm,男,汉族,1963.0,55.0,1974.0,,1986.0,博士
何焕秋,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16008.htm,男,满族,1959.0,59.0,1983.0,,1984.0,本科
蹇彪,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage4170.htm,男,满族,1964.0,54.0,1988.0,辽宁,1985.0,博士
孙轶,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage15534.htm,男,汉族,1978.0,40.0,1978.0,辽宁,,研究生
姜有为,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage15356.htm,男,汉族,1967.0,51.0,1989.0,吉林,1994.0,研究生
谭成旭,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16633.htm,男,汉族,1963.0,55.0,1985.0,,1984.0,博士
赵爱军,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage15404.htm,男,汉族,1964.0,54.0,1983.0,,1984.0,研究生
杨维,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16820.htm,男,汉族,1965.0,53.0,1989.0,,1987.0,博士
田树槐,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage15924.htm,男,汉族,1965.0,53.0,1984.0,辽宁,1987.0,研究生
孙志浩,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16256.htm,男,汉族,1960.0,58.0,1977.0,,1984.0,研究生
王德佳,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16130.htm,男,汉族,1963.0,55.0,1983.0,,1989.0,博士
余功斌,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16025.htm,男,汉族,1967.0,51.0,1990.0,,1987.0,博士
张成中,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage18600.htm,男,汉族,1970.0,48.0,1993.0,,1998.0,研究生
李士伟,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage18601.htm,男,满族,1964.0,54.0,1987.0,辽宁,,本科
高伟,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage18602.htm,男,汉族,1964.0,54.0,1987.0,,1984.0,研究生
王力威,辽宁,http://ldzl.people.com.cn/dfzlk/front/personPage16131.htm,男,汉族,1963.0,55.0,1985.0,辽宁,1984.0,研究生
巴音朝鲁,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4984.htm,男,蒙古族,1955.0,63.0,1976.0,内蒙,1976.0,研究生
景俊海,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage6512.htm,男,汉族,1960.0,58.0,1982.0,陕西,1982.0,研究生
江泽林,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage6507.htm,男,汉族,1959.0,59.0,1982.0,安徽,1985.0,博士
高广滨,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4177.htm,男,汉族,1963.0,55.0,1984.0,黑龙,1984.0,博士
张安顺,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4193.htm,男,汉族,1965.0,53.0,1988.0,山东,1986.0,研究生
王君正,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4448.htm,男,汉族,1963.0,55.0,1988.0,山东,1987.0,博士
姜治莹,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4178.htm,男,汉族,1961.0,57.0,1984.0,吉林,1983.0,博士
陶治国,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16608.htm,男,汉族,1958.0,60.0,1975.0,山东,,研究生
胡家福,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage15042.htm,男,汉族,1967.0,51.0,1990.0,山东,1993.0,本科
王晓萍,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16623.htm,女,汉族,1964.0,54.0,1988.0,湖北,1988.0,研究生
王凯,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4565.htm,男,汉族,1962.0,56.0,1983.0,河南,1984.0,博士
李景浩,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4194.htm,男,朝鲜族,1960.0,58.0,1983.0,吉林,1989.0,研究生
苗雨丰,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage15361.htm,男,汉族,1959.0,59.0,,吉林,,本科
吴靖平,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage6413.htm,男,汉族,1963.0,55.0,1984.0,安徽,1984.0,博士
金育辉,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4184.htm,男,汉族,1966.0,52.0,1988.0,吉林,,研究生
侯淅珉,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4315.htm,男,汉族,1963.0,55.0,1987.0,河南,,研究生
刘金波,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18689.htm,男,汉族,1963.0,55.0,1985.0,河北,,研究生
李悦,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18724.htm,女,满族,1962.0,56.0,1984.0,吉林,,研究生
朱天舒,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18725.htm,男,汉族,1968.0,50.0,1990.0,江苏,,研究生
安立佳,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18726.htm,男,汉族,1964.0,54.0,1992.0,山东,,研究生
王庭凯,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18756.htm,男,汉族,1967.0,51.0,,,,研究生
韩福春,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16253.htm,男,汉族,1965.0,53.0,1985.0,,1995.0,研究生
王立平,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage12441.htm,男,汉族,1967.0,51.0,,,,研究生
王志厚,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16220.htm,男,汉族,1963.0,55.0,1981.0,吉林,1984.0,研究生
张志军,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage15119.htm,男,汉族,1964.0,54.0,,,,研究生
李相国,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4190.htm,男,汉族,1962.0,56.0,,吉林,,unknown
庞庆波,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage12086.htm,男,汉族,1960.0,58.0,1983.0,,1984.0,研究生
刘长龙,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16144.htm,男,汉族,1963.0,55.0,1985.0,,,研究生
刘非,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16895.htm,男,汉族,1969.0,49.0,,,,研究生
郭灵计,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18822.htm,男,汉族,1968.0,50.0,1998.0,山西,,研究生
孙弘,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18819.htm,女,汉族,1970.0,48.0,,,,博士
刘化文,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16219.htm,男,汉族,1969.0,49.0,1993.0,吉林,,研究生
王冰,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18659.htm,男,满族,1969.0,49.0,1990.0,,1992.0,研究生
王子联,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage12118.htm,男,汉族,1968.0,50.0,,,,unknown
李明伟,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage15419.htm,男,汉族,1968.0,50.0,,,,研究生
金寿浩,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16967.htm,男,朝鲜族,1962.0,56.0,1979.0,吉林,1984.0,研究生
张庆伟,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4886.htm,男,汉族,1961.0,57.0,1982.0,河北,1992.0,博士
王文涛,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4352.htm,男,汉族,1964.0,54.0,1985.0,江苏,1994.0,研究生
黄建盛,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5724.htm,男,汉族,1957.0,61.0,1974.0,江西,1976.0,研究生
陈海波,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4150.htm,男,汉族,1962.0,56.0,1983.0,吉林,1982.0,研究生
张效廉,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5725.htm,男,汉族,1964.0,54.0,1986.0,山东,1985.0,博士
王常松,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15671.htm,男,汉族,1962.0,56.0,1986.0,安徽,1985.0,研究生
李海涛,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5731.htm,男,汉族,1963.0,55.0,1984.0,黑龙,1989.0,博士
李雷,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15523.htm,男,汉族,1958.0,60.0,1976.0,辽宁,1978.0,unknown
甘荣坤,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage6257.htm,男,汉族,1962.0,56.0,1983.0,河南,1996.0,本科
王爱文,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4209.htm,男,汉族,1962.0,56.0,1983.0,河北,1985.0,研究生
张雨浦,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4201.htm,男,回族,1962.0,56.0,1984.0,山东,1984.0,博士
王兆力,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4211.htm,男,汉族,1962.0,56.0,1987.0,黑龙,1984.0,研究生
贾玉梅,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5050.htm,女,汉族,1963.0,55.0,1984.0,山东,1983.0,博士
杜和平,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4585.htm,男,汉族,1963.0,55.0,1984.0,四川,1991.0,研究生
孙东生,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5736.htm,男,汉族,1964.0,54.0,1985.0,河南,,博士
毕宝文,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16626.htm,男,汉族,1960.0,58.0,1980.0,山东,1985.0,本科
程志明,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4433.htm,男,汉族,1964.0,54.0,1984.0,河南,1987.0,本科
聂云凌,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage18700.htm,男,汉族,1963.0,55.0,1985.0,辽宁,1984.0,研究生
刘忻,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4997.htm,男,汉族,1965.0,53.0,1987.0,陕西,1991.0,博士
孙珅,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage12756.htm,男,汉族,1963.0,55.0,1984.0,黑龙,1993.0,博士
康志文,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4200.htm,男,汉族,1958.0,60.0,1975.0,辽宁,1976.0,研究生
张恩亮,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4218.htm,男,满族,1970.0,48.0,1990.0,黑龙,1998.0,研究生
宋宏伟,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15512.htm,男,汉族,1963.0,55.0,1986.0,黑龙,1988.0,研究生
韩立华,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4214.htm,男,汉族,1963.0,55.0,1989.0,黑龙,1986.0,博士
高环,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4210.htm,女,汉族,1965.0,53.0,1986.0,黑龙,1985.0,博士
徐建国,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16132.htm,男,汉族,1965.0,53.0,1984.0,江苏,1990.0,博士
杨廷双,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage18755.htm,男,汉族,1965.0,53.0,1987.0,黑龙,1985.0,博士
马志勇,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage12785.htm,男,汉族,1966.0,52.0,1989.0,吉林,1988.0,研究生
秦恩亭,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15510.htm,男,汉族,1961.0,57.0,1982.0,,1985.0,本科
曲敏,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15514.htm,男,汉族,1963.0,55.0,1986.0,黑龙,1992.0,研究生
苏春雨,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16184.htm,男,,1962.0,56.0,,内蒙,1983.0,博士
孙喆,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4212.htm,男,汉族,1963.0,55.0,1985.0,山东,1984.0,博士
李玉刚,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5022.htm,男,汉族,1965.0,53.0,1985.0,江苏,1989.0,研究生
张常荣,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage12247.htm,男,汉族,1963.0,55.0,1985.0,黑龙,,研究生
王秋实,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16185.htm,男,汉族,1965.0,53.0,1984.0,吉林,1992.0,研究生
郑大光,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage18766.htm,男,汉族,1964.0,54.0,1989.0,河南,1991.0,研究生
石嘉兴,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16821.htm,男,满族,1961.0,57.0,1982.0,黑龙,1984.0,研究生
韩库,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16257.htm,男,汉族,1963.0,55.0,1984.0,,1984.0,研究生
邵国强,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage18614.htm,男,汉族,1965.0,53.0,1985.0,山东,1985.0,研究生
贾君,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16856.htm,男,汉族,1963.0,55.0,1981.0,辽宁,1990.0,研究生
高岩,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16274.htm,男,汉族,1965.0,53.0,1985.0,河北,1986.0,研究生
谢宝禄,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16408.htm,男,汉族,1963.0,55.0,1983.0,山东,1987.0,研究生
张子林,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16382.htm,男,汉族,1963.0,55.0,1987.0,,1986.0,研究生
李大义,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage9396.htm,男,汉族,1961.0,57.0,1977.0,,1986.0,研究生
李强,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4912.htm,男,汉族,1959.0,59.0,1976.0,浙江,1983.0,研究生
殷一璀,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4906.htm,女,汉族,1955.0,63.0,1972.0,浙江,1973.0,研究生
应勇,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5778.htm,男,汉族,1957.0,61.0,1976.0,浙江,,研究生
董云虎,上海,http://ldzl.people.com.cn/dfzlk/front/personPage6457.htm,男,汉族,1962.0,56.0,1986.0,浙江,,研究生
尹弘,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5796.htm,男,汉族,1963.0,55.0,1985.0,浙江,,本科
廖国勋,上海,http://ldzl.people.com.cn/dfzlk/front/personPage6428.htm,男,土家族,1963.0,55.0,1983.0,四川,,研究生
周波,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5806.htm,男,汉族,1962.0,56.0,1984.0,上海,,研究生
陈寅,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4235.htm,男,汉族,1962.0,56.0,1984.0,江苏,,研究生
翁祖亮,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4231.htm,男,汉族,1963.0,55.0,1983.0,福建,,研究生
周慧琳,上海,http://ldzl.people.com.cn/dfzlk/front/personPage18824.htm,男,汉族,1962.0,56.0,1984.0,山东,1984.0,博士
诸葛宇杰,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4236.htm,男,汉族,1971.0,47.0,1992.0,上海,,研究生
凌希,上海,http://ldzl.people.com.cn/dfzlk/front/personPage18618.htm,男,,,,,,,unknown
郑钢淼,上海,http://ldzl.people.com.cn/dfzlk/front/personPage18841.htm,男,汉族,1963.0,55.0,1984.0,陕西,1984.0,本科
翁铁慧,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5807.htm,女,汉族,1964.0,54.0,1988.0,浙江,,研究生
时光辉,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5808.htm,男,汉族,1970.0,48.0,1991.0,安徽,,本科
吴清,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4233.htm,男,汉族,1965.0,53.0,1989.0,安徽,,博士
许昆林,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16611.htm,男,汉族,1965.0,53.0,1984.0,福建,,本科
彭沉雷,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16848.htm,男,汉族,1962.0,56.0,1982.0,北京,1984.0,博士
陈群,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16849.htm,男,汉族,1964.0,54.0,1991.0,江苏,,博士
龚道安,上海,http://ldzl.people.com.cn/dfzlk/front/personPage18701.htm,男,汉族,1964.0,54.0,1981.0,湖南,,大专
杲云,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4242.htm,男,汉族,1965.0,53.0,1989.0,江苏,1996.0,博士
鲍炳章,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5032.htm,男,汉族,1963.0,55.0,1985.0,浙江,1984.0,研究生
王为人,上海,http://ldzl.people.com.cn/dfzlk/front/personPage10969.htm,男,汉族,1968.0,50.0,1990.0,江苏,1990.0,博士
安路生,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4232.htm,男,汉族,1965.0,53.0,1986.0,江西,,研究生
曹立强,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4234.htm,男,汉族,1966.0,52.0,1986.0,江苏,,研究生
吴信宝,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15649.htm,男,汉族,1965.0,53.0,1988.0,安徽,1994.0,博士
李跃旗,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4248.htm,男,汉族,1970.0,48.0,1990.0,上海,,研究生
汪泓,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4237.htm,女,汉族,1961.0,57.0,1983.0,,1982.0,博士
朱芝松,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15386.htm,男,汉族,1969.0,49.0,1989.0,江苏,,研究生
章曦,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15864.htm,男,汉族,1971.0,47.0,1996.0,浙江,,博士
程向民,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4230.htm,男,汉族,1964.0,54.0,1981.0,安徽,1986.0,博士
赵卫星,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15865.htm,男,汉族,1962.0,56.0,1982.0,江苏,,本科
赵惠琴,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4250.htm,女,汉族,1963.0,55.0,1984.0,上海,1985.0,本科
庄木弟,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4252.htm,男,汉族,1965.0,53.0,1984.0,上海,1987.0,研究生
唐海龙,上海,http://ldzl.people.com.cn/dfzlk/front/personPage11159.htm,男,汉族,1966.0,52.0,1988.0,上海,1985.0,博士
方世忠,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4238.htm,男,汉族,1968.0,50.0,1990.0,安徽,1981.0,博士
顾洪辉,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15382.htm,男,汉族,1963.0,55.0,1985.0,上海,,研究生
陆晓栋,上海,http://ldzl.people.com.cn/dfzlk/front/personPage14902.htm,男,,1960.0,58.0,1982.0,上海,,研究生
周敏浩,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15483.htm,男,汉族,1963.0,55.0,1983.0,浙江,,研究生
赵永峰,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16802.htm,男,汉族,1964.0,54.0,1987.0,河南,,研究生
谢坚钢,上海,http://ldzl.people.com.cn/dfzlk/front/personPage12076.htm,男,汉族,1968.0,50.0,1990.0,浙江,1992.0,博士
范少军,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15973.htm,男,汉族,1970.0,48.0,1992.0,江苏,,研究生
倪耀明,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16822.htm,男,汉族,1963.0,55.0,1982.0,上海,,研究生
杭迎伟,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16393.htm,男,汉族,1969.0,49.0,1989.0,江苏,,本科
陈宇剑,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16857.htm,男,汉族,1972.0,46.0,1993.0,山东,,研究生
胡卫国,上海,http://ldzl.people.com.cn/dfzlk/front/personPage12152.htm,男,汉族,1963.0,55.0,1987.0,上海,1988.0,研究生
夏科家,上海,http://ldzl.people.com.cn/dfzlk/front/personPage12151.htm,男,汉族,1973.0,45.0,1994.0,江苏,1994.0,博士
华源,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15620.htm,男,汉族,1974.0,44.0,1996.0,上海,1996.0,研究生
李政,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16671.htm,男,汉族,1970.0,48.0,1992.0,湖北,,研究生
