age,dob_y,edu_dg,ethnic,gender,join_party_y,join_work_y,name,pob_p,province,url
54.0,1964.0,研究生,汉族,男,,1992.0,安立佳,山东,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18726.htm
51.0,1967.0,研究生,汉族,男,,,王庭凯,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18756.htm
53.0,1965.0,研究生,汉族,男,1995.0,1985.0,韩福春,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16253.htm
51.0,1967.0,研究生,汉族,男,,,王立平,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage12441.htm
55.0,1963.0,研究生,汉族,男,1984.0,1981.0,王志厚,吉林,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16220.htm
54.0,1964.0,研究生,汉族,男,,,张志军,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage15119.htm
56.0,1962.0,unknown,汉族,男,,,李相国,吉林,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4190.htm
58.0,1960.0,研究生,汉族,男,1984.0,1983.0,庞庆波,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage12086.htm
55.0,1963.0,研究生,汉族,男,,1985.0,刘长龙,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16144.htm
49.0,1969.0,研究生,汉族,男,,,刘非,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16895.htm
50.0,1968.0,研究生,汉族,男,,1998.0,郭灵计,山西,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18822.htm
48.0,1970.0,博士,汉族,女,,,孙弘,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18819.htm
49.0,1969.0,研究生,汉族,男,,1993.0,刘化文,吉林,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16219.htm
49.0,1969.0,研究生,满族,男,1992.0,1990.0,王冰,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage18659.htm
50.0,1968.0,unknown,汉族,男,,,王子联,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage12118.htm
50.0,1968.0,研究生,汉族,男,,,李明伟,,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage15419.htm
56.0,1962.0,研究生,朝鲜族,男,1984.0,1979.0,金寿浩,吉林,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage16967.htm
57.0,1961.0,博士,汉族,男,1992.0,1982.0,张庆伟,河北,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4886.htm
54.0,1964.0,研究生,汉族,男,1994.0,1985.0,王文涛,江苏,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4352.htm
61.0,1957.0,研究生,汉族,男,1976.0,1974.0,黄建盛,江西,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5724.htm
56.0,1962.0,研究生,汉族,男,1982.0,1983.0,陈海波,吉林,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4150.htm
54.0,1964.0,博士,汉族,男,1985.0,1986.0,张效廉,山东,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5725.htm
56.0,1962.0,研究生,汉族,男,1985.0,1986.0,王常松,安徽,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15671.htm
55.0,1963.0,博士,汉族,男,1989.0,1984.0,李海涛,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5731.htm
60.0,1958.0,unknown,汉族,男,1978.0,1976.0,李雷,辽宁,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15523.htm
56.0,1962.0,本科,汉族,男,1996.0,1983.0,甘荣坤,河南,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage6257.htm
56.0,1962.0,研究生,汉族,男,1985.0,1983.0,王爱文,河北,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4209.htm
56.0,1962.0,博士,回族,男,1984.0,1984.0,张雨浦,山东,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4201.htm
56.0,1962.0,研究生,汉族,男,1984.0,1987.0,王兆力,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4211.htm
55.0,1963.0,博士,汉族,女,1983.0,1984.0,贾玉梅,山东,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5050.htm
55.0,1963.0,研究生,汉族,男,1991.0,1984.0,杜和平,四川,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4585.htm
54.0,1964.0,博士,汉族,男,,1985.0,孙东生,河南,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5736.htm
58.0,1960.0,本科,汉族,男,1985.0,1980.0,毕宝文,山东,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16626.htm
54.0,1964.0,本科,汉族,男,1987.0,1984.0,程志明,河南,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4433.htm
55.0,1963.0,研究生,汉族,男,1984.0,1985.0,聂云凌,辽宁,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage18700.htm
53.0,1965.0,博士,汉族,男,1991.0,1987.0,刘忻,陕西,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4997.htm
55.0,1963.0,博士,汉族,男,1993.0,1984.0,孙珅,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage12756.htm
60.0,1958.0,研究生,汉族,男,1976.0,1975.0,康志文,辽宁,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4200.htm
48.0,1970.0,研究生,满族,男,1998.0,1990.0,张恩亮,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4218.htm
55.0,1963.0,研究生,汉族,男,1988.0,1986.0,宋宏伟,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15512.htm
55.0,1963.0,博士,汉族,男,1986.0,1989.0,韩立华,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4214.htm
53.0,1965.0,博士,汉族,女,1985.0,1986.0,高环,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4210.htm
53.0,1965.0,博士,汉族,男,1990.0,1984.0,徐建国,江苏,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16132.htm
53.0,1965.0,博士,汉族,男,1985.0,1987.0,杨廷双,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage18755.htm
52.0,1966.0,研究生,汉族,男,1988.0,1989.0,马志勇,吉林,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage12785.htm
57.0,1961.0,本科,汉族,男,1985.0,1982.0,秦恩亭,,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15510.htm
55.0,1963.0,研究生,汉族,男,1992.0,1986.0,曲敏,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage15514.htm
56.0,1962.0,博士,,男,1983.0,,苏春雨,内蒙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16184.htm
55.0,1963.0,博士,汉族,男,1984.0,1985.0,孙喆,山东,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage4212.htm
53.0,1965.0,研究生,汉族,男,1989.0,1985.0,李玉刚,江苏,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage5022.htm
55.0,1963.0,研究生,汉族,男,,1985.0,张常荣,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage12247.htm
53.0,1965.0,研究生,汉族,男,1992.0,1984.0,王秋实,吉林,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16185.htm
54.0,1964.0,研究生,汉族,男,1991.0,1989.0,郑大光,河南,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage18766.htm
57.0,1961.0,研究生,满族,男,1984.0,1982.0,石嘉兴,黑龙,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16821.htm
55.0,1963.0,研究生,汉族,男,1984.0,1984.0,韩库,,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16257.htm
53.0,1965.0,研究生,汉族,男,1985.0,1985.0,邵国强,山东,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage18614.htm
55.0,1963.0,研究生,汉族,男,1990.0,1981.0,贾君,辽宁,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16856.htm
53.0,1965.0,研究生,汉族,男,1986.0,1985.0,高岩,河北,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16274.htm
55.0,1963.0,研究生,汉族,男,1987.0,1983.0,谢宝禄,山东,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16408.htm
55.0,1963.0,研究生,汉族,男,1986.0,1987.0,张子林,,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage16382.htm
57.0,1961.0,研究生,汉族,男,1986.0,1977.0,李大义,,黑龙江,http://ldzl.people.com.cn/dfzlk/front/personPage9396.htm
59.0,1959.0,研究生,汉族,男,1983.0,1976.0,李强,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4912.htm
63.0,1955.0,研究生,汉族,女,1973.0,1972.0,殷一璀,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4906.htm
61.0,1957.0,研究生,汉族,男,,1976.0,应勇,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5778.htm
56.0,1962.0,研究生,汉族,男,,1986.0,董云虎,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage6457.htm
55.0,1963.0,本科,汉族,男,,1985.0,尹弘,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5796.htm
55.0,1963.0,研究生,土家族,男,,1983.0,廖国勋,四川,上海,http://ldzl.people.com.cn/dfzlk/front/personPage6428.htm
56.0,1962.0,研究生,汉族,男,,1984.0,周波,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5806.htm
56.0,1962.0,研究生,汉族,男,,1984.0,陈寅,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4235.htm
55.0,1963.0,研究生,汉族,男,,1983.0,翁祖亮,福建,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4231.htm
56.0,1962.0,博士,汉族,男,1984.0,1984.0,周慧琳,山东,上海,http://ldzl.people.com.cn/dfzlk/front/personPage18824.htm
47.0,1971.0,研究生,汉族,男,,1992.0,诸葛宇杰,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4236.htm
,,unknown,,男,,,凌希,,上海,http://ldzl.people.com.cn/dfzlk/front/personPage18618.htm
55.0,1963.0,本科,汉族,男,1984.0,1984.0,郑钢淼,陕西,上海,http://ldzl.people.com.cn/dfzlk/front/personPage18841.htm
54.0,1964.0,研究生,汉族,女,,1988.0,翁铁慧,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5807.htm
48.0,1970.0,本科,汉族,男,,1991.0,时光辉,安徽,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5808.htm
53.0,1965.0,博士,汉族,男,,1989.0,吴清,安徽,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4233.htm
53.0,1965.0,本科,汉族,男,,1984.0,许昆林,福建,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16611.htm
56.0,1962.0,博士,汉族,男,1984.0,1982.0,彭沉雷,北京,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16848.htm
54.0,1964.0,博士,汉族,男,,1991.0,陈群,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16849.htm
54.0,1964.0,大专,汉族,男,,1981.0,龚道安,湖南,上海,http://ldzl.people.com.cn/dfzlk/front/personPage18701.htm
53.0,1965.0,博士,汉族,男,1996.0,1989.0,杲云,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4242.htm
55.0,1963.0,研究生,汉族,男,1984.0,1985.0,鲍炳章,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage5032.htm
50.0,1968.0,博士,汉族,男,1990.0,1990.0,王为人,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage10969.htm
53.0,1965.0,研究生,汉族,男,,1986.0,安路生,江西,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4232.htm
52.0,1966.0,研究生,汉族,男,,1986.0,曹立强,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4234.htm
53.0,1965.0,博士,汉族,男,1994.0,1988.0,吴信宝,安徽,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15649.htm
48.0,1970.0,研究生,汉族,男,,1990.0,李跃旗,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4248.htm
57.0,1961.0,博士,汉族,女,1982.0,1983.0,汪泓,,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4237.htm
49.0,1969.0,研究生,汉族,男,,1989.0,朱芝松,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15386.htm
47.0,1971.0,博士,汉族,男,,1996.0,章曦,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15864.htm
54.0,1964.0,博士,汉族,男,1986.0,1981.0,程向民,安徽,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4230.htm
56.0,1962.0,本科,汉族,男,,1982.0,赵卫星,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15865.htm
55.0,1963.0,本科,汉族,女,1985.0,1984.0,赵惠琴,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4250.htm
53.0,1965.0,研究生,汉族,男,1987.0,1984.0,庄木弟,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4252.htm
52.0,1966.0,博士,汉族,男,1985.0,1988.0,唐海龙,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage11159.htm
50.0,1968.0,博士,汉族,男,1981.0,1990.0,方世忠,安徽,上海,http://ldzl.people.com.cn/dfzlk/front/personPage4238.htm
55.0,1963.0,研究生,汉族,男,,1985.0,顾洪辉,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15382.htm
58.0,1960.0,研究生,,男,,1982.0,陆晓栋,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage14902.htm
55.0,1963.0,研究生,汉族,男,,1983.0,周敏浩,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15483.htm
54.0,1964.0,研究生,汉族,男,,1987.0,赵永峰,河南,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16802.htm
50.0,1968.0,博士,汉族,男,1992.0,1990.0,谢坚钢,浙江,上海,http://ldzl.people.com.cn/dfzlk/front/personPage12076.htm
48.0,1970.0,研究生,汉族,男,,1992.0,范少军,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15973.htm
55.0,1963.0,研究生,汉族,男,,1982.0,倪耀明,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16822.htm
49.0,1969.0,本科,汉族,男,,1989.0,杭迎伟,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16393.htm
46.0,1972.0,研究生,汉族,男,,1993.0,陈宇剑,山东,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16857.htm
55.0,1963.0,研究生,汉族,男,1988.0,1987.0,胡卫国,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage12152.htm
45.0,1973.0,博士,汉族,男,1994.0,1994.0,夏科家,江苏,上海,http://ldzl.people.com.cn/dfzlk/front/personPage12151.htm
44.0,1974.0,研究生,汉族,男,1996.0,1996.0,华源,上海,上海,http://ldzl.people.com.cn/dfzlk/front/personPage15620.htm
48.0,1970.0,研究生,汉族,男,,1992.0,李政,湖北,上海,http://ldzl.people.com.cn/dfzlk/front/personPage16671.htm
62.0,1956.0,博士,汉族,男,1975.0,1973.0,娄勤俭,贵州,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4963.htm
54.0,1964.0,本科,汉族,男,1987.0,1984.0,吴政隆,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage6331.htm
56.0,1962.0,博士,汉族,女,1983.0,1983.0,黄莉新,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4256.htm
50.0,1968.0,博士,汉族,男,1986.0,1996.0,杨岳,辽宁,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4334.htm
59.0,1959.0,博士,汉族,男,1982.0,1983.0,李小敏,山东,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5948.htm
55.0,1963.0,研究生,汉族,男,1983.0,1981.0,樊金龙,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5950.htm
58.0,1960.0,研究生,汉族,女,1980.0,1977.0,王燕文,山东,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5952.htm
59.0,1959.0,本科,汉族,男,1985.0,1977.0,蒋卓庆,浙江,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5809.htm
54.0,1964.0,研究生,满族,男,1984.0,1980.0,王立科,山东,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5968.htm
57.0,1961.0,研究生,汉族,男,1987.0,1982.0,周乃翔,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4263.htm
55.0,1963.0,博士,汉族,男,1984.0,1985.0,郭文奇,河北,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16782.htm
56.0,1962.0,本科,汉族,男,1985.0,1985.0,张敬华,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15561.htm
57.0,1961.0,研究生,,,,,孟中康,浙江,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18622.htm
54.0,1964.0,博士,汉族,男,1984.0,1984.0,缪瑞林,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4998.htm
58.0,1960.0,博士,汉族,男,1986.0,1982.0,马秋林,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15632.htm
55.0,1963.0,博士,汉族,男,1983.0,1984.0,王江,山东,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16845.htm
53.0,1965.0,博士,汉族,男,1986.0,1988.0,郭元强,河南,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15558.htm
47.0,1971.0,研究生,汉族,男,1992.0,1993.0,费高云,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4261.htm
51.0,1967.0,研究生,汉族,男,1988.0,1994.0,刘旸,吉林,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18727.htm
54.0,1964.0,博士,汉族,女,,1984.0,陈星莺,湖南,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18728.htm
56.0,1962.0,unknown,汉族,男,1984.0,1985.0,周铁根,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15414.htm
58.0,1960.0,博士,汉族,男,1988.0,1977.0,汪泉,安徽,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4257.htm
54.0,1964.0,博士,汉族,男,1984.0,1987.0,陆志鹏,河南,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4277.htm
55.0,1963.0,本科,汉族,男,1984.0,1984.0,项雪龙,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15413.htm
56.0,1962.0,博士,汉族,男,1986.0,1982.0,姚晓东,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4268.htm
56.0,1962.0,本科,,男,1985.0,1982.0,戴源,安徽,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16133.htm
50.0,1968.0,研究生,汉族,男,1990.0,1992.0,谢正义,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4272.htm
54.0,1964.0,本科,汉族,男,1992.0,1986.0,惠建林,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5152.htm
54.0,1964.0,研究生,汉族,女,1986.0,1984.0,韩立明,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15461.htm
54.0,1964.0,研究生,汉族,男,1987.0,1984.0,张爱军,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16134.htm
54.0,1964.0,博士,,男,1984.0,1985.0,蓝绍敏,广东,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4278.htm
56.0,1962.0,研究生,汉族,男,1986.0,1985.0,黄钦,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18761.htm
49.0,1969.0,unknown,汉族,男,1990.0,1987.0,庄兆林,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18818.htm
48.0,1970.0,研究生,汉族,男,1991.0,1995.0,丁纯,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16424.htm
55.0,1963.0,博士,汉族,男,1984.0,1985.0,李亚平,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16617.htm
55.0,1963.0,研究生,汉族,男,1987.0,1981.0,徐惠民,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5157.htm
53.0,1965.0,研究生,汉族,男,1986.0,1987.0,方伟,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18760.htm
47.0,1971.0,博士,汉族,女,1992.0,1994.0,蔡丽新,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16603.htm
47.0,1971.0,博士,汉族,男,1990.0,1993.0,曹路宝,安徽,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5126.htm
53.0,1965.0,研究生,汉族,男,1988.0,1985.0,夏心旻,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18820.htm
52.0,1966.0,研究生,汉族,男,1993.0,1986.0,张叶飞,江苏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16390.htm
55.0,1963.0,博士,汉族,男,1990.0,1984.0,史立军,黑龙,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15439.htm
53.0,1965.0,研究生,汉族,男,1985.0,,王昊,安徽,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18762.htm
63.0,1955.0,本科,汉族,男,1973.0,1973.0,车俊,安徽,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6707.htm
56.0,1962.0,博士,汉族,男,1992.0,1987.0,袁家军,吉林,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6028.htm
55.0,1963.0,研究生,汉族,女,1982.0,1983.0,葛慧君,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6020.htm
57.0,1961.0,研究生,汉族,男,1985.0,1982.0,郑栅洁,福建,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12181.htm
54.0,1964.0,研究生,土家族,男,1984.0,1982.0,任振鹤,湖北,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4464.htm
55.0,1963.0,研究生,汉族,男,1983.0,1984.0,陈金彪,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4285.htm
56.0,1962.0,博士,汉族,男,1985.0,1991.0,冯飞,江西,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15978.htm
51.0,1967.0,研究生,汉族,男,1992.0,1985.0,周江勇,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4297.htm
58.0,1960.0,研究生,汉族,男,1986.0,1982.0,熊建平,江西,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6032.htm
56.0,1962.0,研究生,汉族,男,1988.0,1982.0,王昌荣,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15463.htm
53.0,1965.0,研究生,汉族,男,1985.0,1988.0,朱从玖,安徽,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6040.htm
55.0,1963.0,研究生,汉族,男,1983.0,1983.0,王双全,四川,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12961.htm
55.0,1963.0,博士,汉族,男,1986.0,1988.0,高兴夫,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15979.htm
56.0,1962.0,研究生,汉族,男,,1983.0,成岳冲,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage16399.htm
52.0,1966.0,博士,汉族,女,1985.0,1990.0,王文序,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18702.htm
53.0,1965.0,研究生,汉族,男,1987.0,1989.0,彭佳学,安徽,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15127.htm
52.0,1966.0,研究生,汉族,男,1985.0,1986.0,陈伟俊,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4999.htm
50.0,1968.0,研究生,,女,,1987.0,鲁俊,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4286.htm
52.0,1966.0,研究生,汉族,男,1988.0,1984.0,马晓晖,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18757.htm
56.0,1962.0,研究生,,男,1983.0,1983.0,马卫光,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12442.htm
54.0,1964.0,研究生,汉族,男,1992.0,1986.0,陈龙,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18749.htm
50.0,1968.0,研究生,汉族,男,,1990.0,徐文光,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6749.htm
55.0,1963.0,本科,汉族,男,1986.0,1981.0,俞东来,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6747.htm
51.0,1967.0,研究生,汉族,女,1985.0,1989.0,陈奕君,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage7029.htm
52.0,1966.0,研究生,汉族,男,1985.0,1990.0,张兵,山东,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4299.htm
54.0,1964.0,本科,汉族,男,1986.0,1983.0,徐立毅,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12740.htm
57.0,1961.0,本科,汉族,男,1986.0,1978.0,裘东耀,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12440.htm
50.0,1968.0,研究生,汉族,男,1993.0,1990.0,姚高员,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18752.htm
46.0,1972.0,研究生,汉族,男,1995.0,1998.0,胡海峰,安徽,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15556.htm
51.0,1967.0,本科,汉族,男,1988.0,1990.0,钱三雄,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6792.htm
50.0,1968.0,研究生,汉族,男,1990.0,1990.0,盛阅春,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6584.htm
53.0,1965.0,研究生,汉族,男,1987.0,1984.0,尹学群,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage16853.htm
46.0,1972.0,研究生,汉族,男,1998.0,1992.0,汤飞帆,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18750.htm
48.0,1970.0,博士,汉族,男,,1993.0,何中伟,河北,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18753.htm
43.0,1975.0,本科,汉族,男,1996.0,1996.0,张晓强,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage7375.htm
53.0,1965.0,研究生,汉族,男,1984.0,1985.0,吴晓东,浙江,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18751.htm
60.0,1958.0,博士,汉族,男,1978.0,1974.0,李锦斌,四川,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage6129.htm
55.0,1963.0,博士,汉族,男,1988.0,1984.0,李国英,河南,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage15012.htm
62.0,1956.0,博士,汉族,男,1976.0,1982.0,张昌尔,湖北,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage6227.htm
55.0,1963.0,研究生,汉族,男,,1986.0,信长星,山东,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16165.htm
57.0,1961.0,本科,汉族,男,1985.0,1982.0,邓向阳,山东,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage6138.htm
55.0,1963.0,研究生,汉族,男,1983.0,,陶明伦,河南,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4434.htm
