year,location,location_lat,location_lng,name,location_english
1969-01-01,河北,39.17314893392419,117.22029676507721,夏宝龙,Hebei
1971-01-01,河北,39.17314893392419,117.22029676507721,栗战书,Hebei
1972-01-01,河北,39.17314893392419,117.22029676507721,栗战书,Hebei
1973-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,杨振武",Hebei
1974-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,杨振武",Hebei
1975-01-01,河北,39.17314893392419,117.22029676507721,栗战书,Hebei
1976-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,张春贤",Hebei
1977-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,张春贤",Hebei
1978-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,张春贤,丁薛祥,王会勇,回建,张晓容",Hebei
1979-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,张春贤,丁薛祥,王会勇,回建,聂瑞平,王爱文,张晓容",Hebei
1980-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,丁薛祥,郭青,王会勇,周仲明,常丽虹,回建,聂瑞平,王爱文,张晓容",Hebei
1981-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,丁薛祥,郭青,王会勇,周仲明,常丽虹,回建,聂瑞平,冯韶慧,王爱文,张晓容",Hebei
1982-01-01,河北,39.17314893392419,117.22029676507721,"习近平,栗战书,郭青,徐绍川,周仲明,常丽虹,王景武,回建,聂瑞平,冯韶慧,王爱文",Hebei
1983-01-01,河北,39.17314893392419,117.22029676507721,"习近平,栗战书,郭青,徐绍川,周仲明,常丽虹,王景武,时清霜,回建,邢国辉,冯韶慧,王爱文,魏树旺,曾一春",Hebei
1984-01-01,河北,39.17314893392419,117.22029676507721,"习近平,栗战书,杨振武,郭青,徐绍川,周仲明,陈平,高志立,王景武,时清霜,回建,冯韶慧,苏春雨,魏树旺,曾一春,于绍良,任学锋",Hebei
1985-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,杨振武,郭青,石泰峰,徐绍川,周仲明,丁绣峰,陈平,郭建英,高志立,王景武,时清霜,回建,邢国辉,冯韶慧,魏树旺,曾一春,于绍良,张敬华,任学锋",Hebei
1986-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,杨振武,郭青,石泰峰,徐绍川,周仲明,丁绣峰,陈平,高志立,王景武,时清霜,回建,邢国辉,冯韶慧,王雁飞,魏树旺,于绍良,张永霞,徐衣显,张敬华,任学锋",Hebei
1987-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,杨振武,郭青,石泰峰,徐绍川,周仲明,丁绣峰,董晓宇,陈平,高志立,王景武,时清霜,回建,邢国辉,冯韶慧,王雁飞,黄建发,魏树旺,于绍良,张永霞,徐衣显,刘南昌,任学锋",Hebei
1988-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,杨振武,郭青,石泰峰,徐绍川,周仲明,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,高宏志,邢国辉,焦彦龙,冯韶慧,王雁飞,黄建发,于绍良,张永霞,刘志强,徐衣显,刘南昌,任学锋",Hebei
1989-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,郭青,石泰峰,徐绍川,周仲明,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,高宏志,邢国辉,焦彦龙,冯韶慧,王雁飞,黄建发,于绍良,张永霞,刘志强,徐衣显,刘南昌,任学锋,邹铭",Hebei
1990-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,郭青,徐绍川,周仲明,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,高宏志,邢国辉,焦彦龙,冯韶慧,王雁飞,黄建发,于绍良,邱丽新,张永霞,刘志强,徐衣显,刘南昌,商黎光,任学锋",Hebei
1991-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,郭青,徐绍川,周仲明,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,高宏志,邢国辉,焦彦龙,冯韶慧,邹自景,王雁飞,黄建发,于绍良,邱丽新,张永霞,刘志强,徐衣显,刘南昌,商黎光,任学锋",Hebei
1992-01-01,河北,39.17314893392419,117.22029676507721,"汪永清,郭青,徐绍川,周仲明,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,高宏志,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,张古江,邹自景,王雁飞,于绍良,邱丽新,张永霞,徐衣显,刘南昌,商黎光",Hebei
1993-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,郭青,徐绍川,周仲明,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,高宏志,孟祥伟,焦彦龙,冯韶慧,梅世彤,邹自景,王雁飞,于绍良,邱丽新,张永霞,徐衣显,商黎光",Hebei
1994-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,郭青,徐绍川,周仲明,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,回建,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,邹自景,王雁飞,于绍良,邱丽新,张永霞,徐衣显,商黎光",Hebei
1995-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,郭青,徐绍川,周仲明,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,高宏志,回建,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,张古江,邹自景,王雁飞,于绍良,邱丽新,张永霞,徐衣显",Hebei
1996-01-01,河北,39.17314893392419,117.22029676507721,"卢展工,郭青,周仲明,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,高宏志,回建,孟祥伟,邢国辉,冯韶慧,梅世彤,邹自景,田向利,王雁飞,于绍良,邱丽新,张永霞,徐衣显",Hebei
1997-01-01,河北,39.17314893392419,117.22029676507721,"栗战书,卢展工,郭青,徐绍川,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,时清霜,高宏志,回建,孟祥伟,邢国辉,冯韶慧,梅世彤,张古江,邹自景,田向利,王雁飞,于绍良,邱丽新,张永霞,徐衣显,商黎光",Hebei
1998-01-01,河北,39.17314893392419,117.22029676507721,"郭青,徐绍川,丁绣峰,董晓宇,陈平,高志立,邓沛然,王景武,高宏志,回建,孟祥伟,邢国辉,冯韶慧,梅世彤,张古江,邹自景,田向利,王雁飞,于绍良,付志方,徐衣显,商黎光",Hebei
1999-01-01,河北,39.17314893392419,117.22029676507721,"郭青,徐绍川,丁绣峰,董晓宇,陈平,武卫东,高志立,邓沛然,王景武,高宏志,孟祥伟,邢国辉,冯韶慧,梅世彤,张古江,邹自景,田向利,王雁飞,付志方,商黎光",Hebei
2000-01-01,河北,39.17314893392419,117.22029676507721,"郭青,徐绍川,丁绣峰,董晓宇,陈平,武卫东,高志立,邓沛然,王景武,高宏志,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,张古江,田向利,王雁飞,付志方,商黎光",Hebei
2001-01-01,河北,39.17314893392419,117.22029676507721,"郭青,徐绍川,丁绣峰,董晓宇,陈平,武卫东,高志立,邓沛然,王景武,高宏志,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,田向利,王雁飞,付志方,徐衣显,商黎光",Hebei
2002-01-01,河北,39.17314893392419,117.22029676507721,"郭青,徐绍川,张瑞书,丁绣峰,董晓宇,常丽虹,陈平,武卫东,高志立,邓沛然,时清霜,高宏志,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,田向利,王雁飞,付志方,徐衣显,商黎光",Hebei
2003-01-01,河北,39.17314893392419,117.22029676507721,"郭青,张瑞书,丁绣峰,董晓宇,常丽虹,陈平,武卫东,高志立,邓沛然,王景武,时清霜,高宏志,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,田向利,王雁飞,付志方,商黎光",Hebei
2004-01-01,河北,39.17314893392419,117.22029676507721,"郭青,张瑞书,丁绣峰,董晓宇,常丽虹,陈平,武卫东,高志立,邓沛然,王景武,时清霜,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,田向利,王雁飞,付志方",Hebei
2005-01-01,河北,39.17314893392419,117.22029676507721,"郭青,张瑞书,丁绣峰,董晓宇,常丽虹,陈平,武卫东,高志立,邓沛然,王景武,时清霜,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,田向利,王雁飞,付志方,徐衣显,车俊",Hebei
2006-01-01,河北,39.17314893392419,117.22029676507721,"郭青,张瑞书,丁绣峰,董晓宇,常丽虹,陈平,武卫东,高志立,邓沛然,王景武,时清霜,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,田向利,王雁飞,付志方,徐衣显,车俊,商黎光",Hebei
2007-01-01,河北,39.17314893392419,117.22029676507721,"张瑞书,丁绣峰,董晓宇,常丽虹,陈平,武卫东,高志立,邓沛然,王景武,时清霜,孟祥伟,邢国辉,焦彦龙,冯韶慧,梅世彤,田向利,付志方,徐衣显,车俊",Hebei
2008-01-01,河北,39.17314893392419,117.22029676507721,"胡春华,刘可为,张瑞书,丁绣峰,董晓宇,常丽虹,陈平,高志立,邓沛然,王景武,时清霜,孟祥伟,邢国辉,焦彦龙,冯韶慧,杨慧,梅世彤,田向利,付志方,徐衣显,车俊",Hebei
2009-01-01,河北,39.17314893392419,117.22029676507721,"陈全国,刘可为,张瑞书,丁绣峰,董晓宇,常丽虹,高志立,邓沛然,王景武,时清霜,孟祥伟,邢国辉,焦彦龙,杨慧,梅世彤,田向利,陈全国,付志方,徐衣显,车俊",Hebei
2010-01-01,河北,39.17314893392419,117.22029676507721,"陈全国,刘可为,王会勇,董晓宇,常丽虹,高志立,邓沛然,王景武,时清霜,孟祥伟,邢国辉,焦彦龙,梅世彤,田向利,陈全国,付志方,徐衣显,商黎光,邹铭",Hebei
2011-01-01,河北,39.17314893392419,117.22029676507721,"张庆黎,刘可为,王会勇,董晓宇,常丽虹,高志立,邓沛然,王景武,时清霜,邢国辉,焦彦龙,梅世彤,田向利,张庆伟,付志方,徐衣显,商黎光,邹铭",Hebei
2012-01-01,河北,39.17314893392419,117.22029676507721,"张庆黎,王会勇,董晓宇,常丽虹,高志立,邓沛然,王景武,时清霜,邢国辉,焦彦龙,梅世彤,田向利,付志方,商黎光,邹铭",Hebei
2013-01-01,河北,39.17314893392419,117.22029676507721,"王会勇,董晓宇,常丽虹,高志立,邓沛然,王景武,邢国辉,焦彦龙,梅世彤,董仚生,田向利,付志方,商黎光",Hebei
2014-01-01,河北,39.17314893392419,117.22029676507721,"王会勇,董晓宇,高志立,回建,邢国辉,焦彦龙,梅世彤,董仚生,梁田庚,田向利,付志方,商黎光",Hebei
2015-01-01,河北,39.17314893392419,117.22029676507721,"赵克志,王会勇,董晓宇,高志立,邢国辉,焦彦龙,董仚生,梁田庚,田向利,付志方,商黎光",Hebei
2016-01-01,河北,39.17314893392419,117.22029676507721,"赵克志,王会勇,董晓宇,高志立,邢国辉,焦彦龙,梁惠玲,董仚生,袁桐利,梁田庚,田向利,付志方,商黎光",Hebei
2017-01-01,河北,39.17314893392419,117.22029676507721,"王东峰,王会勇,焦彦龙,李谦,刘凯,梁惠玲,徐建培,陈刚,董仚生,袁桐利,张古江,韩晓东,付志方",Hebei
2018-01-01,河北,39.17314893392419,117.22029676507721,"王东峰,王会勇,周仲明,夏延军,时清霜,聂瑞平,刘凯,叶冬松,梁惠玲,赵一德,韩晓东",Hebei
1970-01-01,福建,26.050118295660656,117.98494311990738,陈希,Fujian
1971-01-01,福建,26.050118295660656,117.98494311990738,陈希,Fujian
1972-01-01,福建,26.050118295660656,117.98494311990738,陈希,Fujian
1973-01-01,福建,26.050118295660656,117.98494311990738,"陈希,蔡奇,何立峰,蔡奇,刘赐贵",Fujian
1974-01-01,福建,26.050118295660656,117.98494311990738,"陈希,蔡奇,何立峰,蔡奇,刘赐贵",Fujian
1975-01-01,福建,26.050118295660656,117.98494311990738,"蔡奇,何立峰,蔡奇,刘赐贵",Fujian
1976-01-01,福建,26.050118295660656,117.98494311990738,"蔡奇,何立峰,蔡奇,刘赐贵",Fujian
1977-01-01,福建,26.050118295660656,117.98494311990738,"黄坤明,蔡奇,何立峰,蔡奇,刘赐贵",Fujian
1978-01-01,福建,26.050118295660656,117.98494311990738,"黄坤明,蔡奇,何立峰,蔡奇,刘赐贵",Fujian
1979-01-01,福建,26.050118295660656,117.98494311990738,"陈希,黄坤明,蔡奇,何立峰,蔡奇,李建辉,刘远,刘赐贵",Fujian
1980-01-01,福建,26.050118295660656,117.98494311990738,"陈希,黄坤明,蔡奇,何立峰,蔡奇,李建辉,刘远,刘赐贵",Fujian
1981-01-01,福建,26.050118295660656,117.98494311990738,"陈希,黄坤明,蔡奇,何立峰,蔡奇,李建辉,刘远,刘赐贵",Fujian
1982-01-01,福建,26.050118295660656,117.98494311990738,"黄坤明,蔡奇,何立峰,蔡奇,李建辉,刘远,刘赐贵",Fujian
1983-01-01,福建,26.050118295660656,117.98494311990738,"黄坤明,蔡奇,何立峰,蔡奇,庄稼汉,李建辉,刘远,刘赐贵",Fujian
1984-01-01,福建,26.050118295660656,117.98494311990738,"黄坤明,蔡奇,何立峰,蔡奇,康涛,庄稼汉,李建辉,刘赐贵",Fujian
1985-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,苏春雨,蔡奇,康涛,庄稼汉,李建辉,刘赐贵",Fujian
1986-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,蔡奇,康涛,庄稼汉,李建辉,刘赐贵",Fujian
1987-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,蔡奇,康涛,庄稼汉,李建辉,刘赐贵",Fujian
1988-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,蔡奇,康涛,庄稼汉,李建辉,刘赐贵",Fujian
1989-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,蔡奇,康涛,庄稼汉,李建辉,刘赐贵",Fujian
1990-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,蔡奇,康涛,庄稼汉,李建辉,刘赐贵",Fujian
1991-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,蔡奇,康涛,庄稼汉,李建辉,张志南,刘赐贵",Fujian
1992-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,蔡奇,康涛,庄稼汉,李建辉,张志南,刘赐贵",Fujian
1993-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,黄剑雄,蔡奇,康涛,庄稼汉,李建辉,张志南,雷春美,刘赐贵",Fujian
1994-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,黄剑雄,蔡奇,康涛,庄稼汉,李建辉,张志南,雷春美,刘赐贵",Fujian
1995-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,惠进才,黄剑雄,蔡奇,于伟国,康涛,庄稼汉,雷春美,刘赐贵",Fujian
1996-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,黄剑雄,于伟国,康涛,庄稼汉,李建辉,雷春美,刘赐贵",Fujian
1997-01-01,福建,26.050118295660656,117.98494311990738,"习近平,黄坤明,蔡奇,何立峰,黄剑雄,蔡奇,于伟国,康涛,李德金,庄稼汉,李建辉,张兆民,张志南,雷春美,梁建勇,刘赐贵",Fujian
1998-01-01,福建,26.050118295660656,117.98494311990738,"黄坤明,蔡奇,何立峰,黄剑雄,蔡奇,于伟国,康涛,李德金,庄稼汉,李建辉,张兆民,张志南,雷春美,梁建勇,刘赐贵",Fujian
1999-01-01,福建,26.050118295660656,117.98494311990738,"习近平,何立峰,黄剑雄,于伟国,康涛,李德金,庄稼汉,李建辉,张兆民,裴金佳,张志南,雷春美,梁建勇,刘赐贵",Fujian
2000-01-01,福建,26.050118295660656,117.98494311990738,"习近平,何立峰,黄剑雄,于伟国,康涛,李德金,庄稼汉,李建辉,张兆民,裴金佳,周联清,张志南,梁建勇,刘赐贵",Fujian
2001-01-01,福建,26.050118295660656,117.98494311990738,"习近平,卢展工,何立峰,黄剑雄,蔡奇,于伟国,康涛,庄稼汉,李建辉,张兆民,裴金佳,周联清,张志南,雷春美,刘赐贵",Fujian
2002-01-01,福建,26.050118295660656,117.98494311990738,"卢展工,何立峰,黄剑雄,于伟国,康涛,庄稼汉,李建辉,张兆民,杜源生,裴金佳,周联清,张志南,雷春美,刘赐贵",Fujian
2003-01-01,福建,26.050118295660656,117.98494311990738,"卢展工,何立峰,梁田庚,黄建发,黄剑雄,于伟国,康涛,庄稼汉,李建辉,张兆民,杜源生,裴金佳,周联清,张志南,雷春美,刘赐贵",Fujian
2004-01-01,福建,26.050118295660656,117.98494311990738,"卢展工,何立峰,梁田庚,黄剑雄,于伟国,康涛,庄稼汉,李建辉,张兆民,杜源生,檀云坤,裴金佳,周联清,雷春美,刘赐贵",Fujian
2005-01-01,福建,26.050118295660656,117.98494311990738,"卢展工,何立峰,梁田庚,黄剑雄,刘桂平,余红胜,于伟国,康涛,李建辉,张兆民,杜源生,檀云坤,裴金佳,林宝金,周联清,张志南,雷春美,刘赐贵",Fujian
2006-01-01,福建,26.050118295660656,117.98494311990738,"卢展工,何立峰,刘桂平,于伟国,康涛,李德金,李建辉,张兆民,杜源生,郑新聪,檀云坤,裴金佳,林宝金,周联清,张志南,雷春美,刘赐贵",Fujian
2007-01-01,福建,26.050118295660656,117.98494311990738,"卢展工,何立峰,刘桂平,于伟国,康涛,李德金,李建辉,张兆民,杜源生,郑新聪,檀云坤,裴金佳,林宝金,周联清,张志南,雷春美,刘赐贵",Fujian
2008-01-01,福建,26.050118295660656,117.98494311990738,"卢展工,何立峰,刘桂平,杨岳,于伟国,康涛,李德金,李建辉,张兆民,杜源生,郑新聪,檀云坤,裴金佳,林宝金,周联清,张志南,雷春美,刘赐贵",Fujian
2009-01-01,福建,26.050118295660656,117.98494311990738,"孙春兰,康义,杨岳,于伟国,康涛,李德金,庄稼汉,李建辉,张兆民,杜源生,郑新聪,檀云坤,裴金佳,周联清,张志南,雷春美,刘赐贵",Fujian
2010-01-01,福建,26.050118295660656,117.98494311990738,"孙春兰,康义,杨岳,郑栅洁,袁毅,于伟国,康涛,李德金,庄稼汉,李建辉,张兆民,杜源生,郑新聪,檀云坤,裴金佳,周联清,张志南,雷春美,郑建闽,刘赐贵",Fujian
2011-01-01,福建,26.050118295660656,117.98494311990738,"孙春兰,杨岳,郑栅洁,袁毅,于伟国,康涛,李德金,庄稼汉,李建辉,张兆民,杜源生,郑新聪,檀云坤,裴金佳,周联清,张志南,雷春美,郑建闽",Fujian
2012-01-01,福建,26.050118295660656,117.98494311990738,"尤权,杨岳,郑栅洁,袁毅,于伟国,康涛,李德金,庄稼汉,李建辉,张兆民,杜源生,郑新聪,裴金佳,周联清,雷春美,郑建闽",Fujian
2013-01-01,福建,26.050118295660656,117.98494311990738,"尤权,杨岳,郑栅洁,袁毅,于伟国,康涛,李德金,庄稼汉,尤猛军,李建辉,张兆民,杜源生,郑新聪,裴金佳,周联清,雷春美,郑建闽",Fujian
2014-01-01,福建,26.050118295660656,117.98494311990738,"尤权,杨岳,郑栅洁,袁毅,于伟国,康涛,李德金,庄稼汉,尤猛军,李建辉,郭锡文,张兆民,杜源生,郑新聪,裴金佳,周联清,雷春美,郑建闽",Fujian
2015-01-01,福建,26.050118295660656,117.98494311990738,"尤权,杨岳,郑栅洁,袁毅,于伟国,康涛,李德金,庄稼汉,尤猛军,李建辉,许维泽,张兆民,杜源生,郑新聪,裴金佳,周联清,雷春美,王宁,郑建闽,梁建勇",Fujian
2016-01-01,福建,26.050118295660656,117.98494311990738,"尤权,郑栅洁,袁毅,于伟国,康涛,李德金,庄稼汉,李建辉,张兆民,林文耀,杜源生,郑新聪,裴金佳,周联清,王宁,刘学新,郑建闽,梁建勇",Fujian
2017-01-01,福建,26.050118295660656,117.98494311990738,"于伟国,王洪祥,康涛,杨贤金,李德金,庄稼汉,李建辉,张兆民,杜源生,郑新聪,周联清,胡昌升,王宁,郑建闽,梁建勇",Fujian
2018-01-01,福建,26.050118295660656,117.98494311990738,"崔玉英,于伟国,康涛,唐登杰,张兆民,杜源生,郑新聪,周联清,王宁,田湘利,郑建闽,梁建勇",Fujian
1974-01-01,浙江,29.15949412076093,119.95720242066378,刘奇,Zhejiang
1975-01-01,浙江,29.15949412076093,119.95720242066378,刘奇,Zhejiang
1976-01-01,浙江,29.15949412076093,119.95720242066378,"李强,李强,刘奇,楼阳生",Zhejiang
1977-01-01,浙江,29.15949412076093,119.95720242066378,"李强,沈跃跃,李强,孙伟,刘奇,楼阳生",Zhejiang
1978-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,沈跃跃,李强,孙伟,刘奇,毛伟明,楼阳生,施克辉",Zhejiang
1979-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,沈跃跃,李强,刘奇,毛伟明,楼阳生,施克辉",Zhejiang
1980-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,沈跃跃,黄建发,李强,刘奇,毛伟明,李江河,楼阳生,杜飞进,施克辉",Zhejiang
1981-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,沈跃跃,黄建发,李强,刘奇,毛伟明,李江河,俞东来,楼阳生,杜飞进,施克辉",Zhejiang
1982-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,黄建发,孙金龙,李强,刘奇,李江河,陈敏尔,俞东来,楼阳生,杜飞进,施克辉",Zhejiang
1983-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,黄建发,李强,刘奇,李江河,陈敏尔,俞东来,楼阳生,杜飞进,施克辉",Zhejiang
1984-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,叶寒冰,李强,刘强,刘奇,李江河,王新伟,陈敏尔,俞东来,楼阳生,施克辉",Zhejiang
1985-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,叶寒冰,李强,刘强,刘奇,李江河,王新伟,陈敏尔,俞东来,楼阳生,施克辉",Zhejiang
1986-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,李郁华,叶寒冰,李强,刘强,刘奇,李江河,王新伟,陈敏尔,姚高员,俞东来,楼阳生,施克辉",Zhejiang
1987-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,李郁华,叶寒冰,李强,刘强,刘奇,王新伟,陈敏尔,姚高员,俞东来,楼阳生,施克辉,沈晓明",Zhejiang
1988-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,李郁华,叶寒冰,李强,刘强,刘奇,王新伟,陈敏尔,高兴夫,姚高员,俞东来,楼阳生,施克辉",Zhejiang
1989-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,李郁华,叶寒冰,李强,刘强,刘奇,王新伟,陈敏尔,高兴夫,姚高员,俞东来,楼阳生,施克辉",Zhejiang
1990-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,李郁华,叶寒冰,李强,刘强,刘奇,王新伟,陈敏尔,高兴夫,姚高员,俞东来,钱三雄,楼阳生,施克辉",Zhejiang
1991-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,李郁华,叶寒冰,李强,刘强,刘奇,陈敏尔,高兴夫,俞东来,钱三雄,楼阳生,施克辉",Zhejiang
1992-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,李郁华,叶寒冰,李强,刘奇,陈敏尔,高兴夫,俞东来,钱三雄,楼阳生,施克辉",Zhejiang
1993-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,李郁华,叶寒冰,李强,刘奇,陈敏尔,高兴夫,俞东来,钱三雄,楼阳生,施克辉",Zhejiang
1994-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,卢展工,沈跃跃,李郁华,赵一德,叶寒冰,李强,陈敏尔,高兴夫,俞东来,钱三雄,楼阳生,施克辉",Zhejiang
1995-01-01,浙江,29.15949412076093,119.95720242066378,"李强,卢展工,李郁华,王立彤,叶寒冰,李强,陈敏尔,高兴夫,俞东来,钱三雄,楼阳生,施克辉",Zhejiang
1996-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,李郁华,王立彤,赵一德,叶寒冰,李强,刘奇,陈敏尔,高兴夫,周江勇,俞东来,钱三雄,楼阳生,施克辉",Zhejiang
1997-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,沈跃跃,李郁华,王立彤,赵一德,叶寒冰,李强,刘奇,陈敏尔,徐立毅,高兴夫,周江勇,俞东来,钱三雄,楼阳生,施克辉",Zhejiang
1998-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,沈跃跃,李郁华,王立彤,赵一德,叶寒冰,李强,刘奇,徐立毅,高兴夫,俞东来,钱三雄,楼阳生,施克辉",Zhejiang
1999-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,沈跃跃,黄坤明,蔡奇,李郁华,王立彤,赵一德,叶寒冰,李强,刘奇,陈敏尔,徐立毅,高兴夫,钱三雄,楼阳生,蔡奇,施克辉,肖莺子",Zhejiang
2000-01-01,浙江,29.15949412076093,119.95720242066378,"李强,陈敏尔,沈跃跃,黄坤明,蔡奇,李郁华,王立彤,赵一德,叶寒冰,李强,刘奇,陈敏尔,徐立毅,高兴夫,钱三雄,楼阳生,蔡奇,施克辉",Zhejiang
2001-01-01,浙江,29.15949412076093,119.95720242066378,"陈敏尔,黄坤明,蔡奇,李郁华,王立彤,赵一德,叶寒冰,巴音朝鲁,李强,刘奇,陈敏尔,徐立毅,高兴夫,钱三雄,楼阳生,施克辉",Zhejiang
2002-01-01,浙江,29.15949412076093,119.95720242066378,"习近平,李强,陈敏尔,黄坤明,蔡奇,李郁华,王立彤,赵一德,叶寒冰,巴音朝鲁,李强,刘奇,董卫民,陈敏尔,高兴夫,俞东来,钱三雄,楼阳生,蔡奇,施克辉",Zhejiang
2003-01-01,浙江,29.15949412076093,119.95720242066378,"习近平,李强,陈敏尔,黄坤明,蔡奇,夏宝龙,李郁华,王立彤,赵一德,叶寒冰,巴音朝鲁,李强,刘奇,董卫民,陈新武,柯俊,陈敏尔,俞东来,钱三雄,楼阳生,蔡奇,施克辉",Zhejiang
2004-01-01,浙江,29.15949412076093,119.95720242066378,"习近平,李强,陈敏尔,黄坤明,蔡奇,夏宝龙,李郁华,王立彤,赵一德,叶寒冰,巴音朝鲁,刘奇,陈新武,孙兵,柯俊,王新伟,陈敏尔,高兴夫,俞东来,钱三雄,楼阳生,蔡奇",Zhejiang
2005-01-01,浙江,29.15949412076093,119.95720242066378,"习近平,李强,陈敏尔,蔡奇,夏宝龙,李郁华,丁向群,王立彤,赵一德,叶寒冰,巴音朝鲁,李强,刘奇,孙兵,柯俊,王新伟,陈敏尔,高兴夫,俞东来,钱三雄,楼阳生,蔡奇,施克辉",Zhejiang
2006-01-01,浙江,29.15949412076093,119.95720242066378,"习近平,李强,陈敏尔,蔡奇,夏宝龙,李郁华,王立彤,赵一德,叶寒冰,巴音朝鲁,李强,刘奇,柯俊,王新伟,陈敏尔,高兴夫,俞东来,钱三雄,楼阳生,蔡奇,施克辉",Zhejiang
